"","responseid","responseset","name","externaldatareference","emailaddress","ipaddress","status","startdate","enddate","finished","resp_id","cortex_id","proj_id","consent","gender","yearbirth","live","mar_status","arereligious","rel_aff","rel_afftext","religious_how","education","pol_interest","voted","tiredofpolitics","donotbelievepoliticans","nopartiesrepinterest","nochancetowin","unitedwouldwin","protestvote","electionsdontmatter","electionshonest","notime","notinterested","votinghard","why_novoted_____e","why_novoted_____etext","who_voted","who_votedtext","nationality","nationalitytext","proud_nationality","proud_citizen","russia_civ","us_attitudes","anger_ur","anger_putin","anger_russia","media_use","channel1","Russia1","NTV","Russia24","RenTV","Channel5","TVC","STAR","Culture","Moscow24","localTV","RBCTV","OTR","Euronews","Savior","Rain","BBC","RT","LifeNews","CurrentTime","RTVI","otherfederalTV","otherforeignTV","dontwatch","yandex","mailru","lenta","rbc","sportsru","meduza","liferu","tvrainru","RTonline","gazetaru","newsru","utroru","radioliberty","echo","bbc","fontanka","foreignmedia","localmedia","federalchannels","nointernet","v95","v96","social_media_use","odnoklassniki","vkontakte","facebook","livejournal","twitter","nonesocialmedia","trust_media_foreign","trust_media_domestic","trust_media_internet","domestic_control","v109","v110","v111","v112","foreign_control","v114","v115","v116","v117","v118","domestic_treat1","v120","v121","v122","v123","v124","foreign_treat1","v126","v127","v128","v129","v130","domestic_treat2","v132","v133","v134","v135","v136","foreign_treat2","v138","v139","v140","v141","v142","credible_mech","interesting_mech","biased_mech","dvintro","country_corruption","putin_corruption","putin_economy","putin_approve","putin_thirdperson","know_alexei","vote_alexei","us_russia_relations","russia_democratic","v157","locationlatitude","locationlongitude","locationaccuracy","female","age","generation","young","city","married","orthodox","howreligious","polinterest","regimesupport","russian","usattitudes","anger_putin2","angryinsultputin","anger_russia2","angryinsultrussia","media_use2","media_use3","trust_media_foreign2","trustforeignmedia","trust_media_domestic2","trustdomesticmedia","trust_media_internet2","trustinternet","treatments","basictreat","treat3","treat2","domestic_treat","foreign_treat","domestic_treat_cb","foreign_treat_cb","criticism","balanced","biased","corrupt_country","x","disapproveputin","pc","pe","pa","y","putin","presumedputin4","vote_navalny","relations","_est_oppvote","higheducation","trustsource","start","end","time","_est_nonvote","_est_pvote","russia_civ2","mediachoice","voteputin","regimesupport_pure","polinterest4","democracy","trustscale","onlyforeignmedia","nonvoter","oppositionvoter","regimevoter","educ2","cem_strata","cem_matched","cem_weights","socialmediause","angryinsultur","angercriticism","tvuse","intuse","foreignmediause","fm_proportion","upset_criticism","mediatrust","foreignmedia_tv_count","foreignmedia_tv_prop","fm_prop2","_est_choice1","_est_choice2","_est_choice3","_est_choice4","_est_putin_choice","_est_nav_choice","_est_dem_choice","RD","outlier","pass"
"394","R_cSBJ0Ht6qD9esBX","Default Response Set","Anonymous",NA,NA,"188.234.192.49",0,"3/4/19 9:55","3/4/19 10:05",1,"C1879097919",1879097919,"S19005459",1,2,1981,"Big city",1,2,NA,"","Once a year",8,"Somewhat interested","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",4,"","Russians","","Very proud","Very proud","Russia is a separate civilization that is not part of European or Asian (Eastern) civilizations","Very bad","I completely agree","I completely agree","I completely agree","A television",1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,"Daily / Almost Daily",1,1,0,0,0,0,"Do not trust at all","Fully","To a large extent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,1,2,"Mostly trust","Somewhat interesting","Not biased",1,"About the same","Neither approve or disapprove","Neither approve or disapprove","Neither approve or disapprove","Most",1,"Definitely not","Ally",7,1,56.8576965332031,60.6109924316406,-1,"Female",38,"30-39","30+",1,1,0,"Once a year","Interested in Politics","Regime Voter",1,"Unfavorable U.S.",1,"I completely agree",1,"I completely agree","Television","Television/Radio","Don't trust","Do not trust at all","Trust","Fully","Trust","To a large extent","Foreign Balanced","Treatments","Balanced","Balanced",NA,"Balanced",NA,"Balanced",NA,"Foreign","Not biased","About the same",0.0403143540024757,0.5,3,3,3,-0.0403143540024757,0.5,"Most","No","Friendly",1,1,"Mostly trust",1867312500000,1867313100000,10,1,1,"Seperate","Domestic Media",1,"Regime Voter",3,0.699999988079071,0,0,0,0,1,1,208,0,0,7,"I completely agree",1.5183492898941,6,5,0,0,1,"Domestic Media Truther",0,0,0,1,1,1,1,1,1,1,2.99156141281128,0,1
"395","R_3iyDJvXbvzKlR9t","Default Response Set","Anonymous",NA,NA,"94.232.184.4",0,"3/4/19 9:46","3/4/19 10:08",1,"C1879092607",1879092607,"S19005459",1,2,1993,"Big city",5,1,5,"","Once a month",7,"Somewhat interested","No",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"",NA,"","Tatars","","Somewhat proud","Somewhat proud","Russia is mainly part of European civilization","Very good","Do not agree at all","Do not agree at all","Somewhat agree","A television",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,"Daily / Almost Daily",0,1,0,0,0,0,"Do not trust at all","Only in part","Do not trust at all",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,2,2,NA,NA,NA,NA,NA,NA,"Don't trust at all","Not interesting","Partially biased",1,"About the same","Neither approve or disapprove","Neither approve or disapprove","Neither approve or disapprove","Most",1,"Definitely yes","Ally",6,1,54.7888946533203,56.048095703125,-1,"Female",26,"18-29","18-29",1,0,0,"Once a month","Interested in Politics","Non-Voter",0,"Favorable U.S.",0,"Do not agree at all",1,"Somewhat agree","Television","Television/Radio","Don't trust","Do not trust at all","Don't trust","Only in part","Don't trust","Do not trust at all","Domestic Balanced","Treatments","Balanced","Balanced","Balanced",NA,"Balanced",NA,NA,"Domestic","Biased","About the same",0.0403143540024757,0.5,3,3,3,-0.0403143540024757,0.5,"Most","Yes","Friendly",1,1,"Don't trust at all",1867311960000,1867313280000,22,1,1,"European civilization","None",0,"Non-Voter",3,0.600000023841858,0.333333343267441,0,1,0,0,0,167,1,0.776960784313726,7,"Do not agree at all",-0.845310986042023,1,0,0,0,0.180156424641609,"Media Skeptic",0,0,0,1,1,1,1,1,1,1,4.8202052116394,0,1
"396","R_3eq9jb5TG6dNUjI","Default Response Set","Anonymous",NA,NA,"83.149.44.167",0,"3/4/19 9:56","3/4/19 10:09",1,"C1879098603",1879098603,"S19005459",1,2,1973,"Big city",1,2,NA,"","Never, almost never",10,"Somewhat interested","No",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","Russians","","Somewhat proud","Somewhat proud","Russia is a mixture of European and Asian (Eastern) civilization","Neutral","Do not agree at all","Do not agree at all","Somewhat disagree","Internet",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,"About once a week",0,1,0,0,0,0,"Only in part","Do not trust at all","To a large extent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mostly trust",NA,"Partially biased",1,"About the same","Neither approve or disapprove","Disapprove","Neither approve or disapprove","Many but not most",1,"Maybe yes","Ally",6,1,56.3287048339844,44.0019989013672,-1,"Female",46,"40-49","30+",1,1,0,"Never, almost never","Interested in Politics","Non-Voter",1,"Neutral U.S.",0,"Do not agree at all",0,"Somewhat disagree","Internet","Internet","Don't trust","Only in part","Don't trust","Do not trust at all","Trust","To a large extent","Domestic One-Sided","Treatments","One-Sided","One-Sided","One-Sided",NA,"One-Sided",NA,"Domestic",NA,"Biased","About the same",0.359356015920639,0.582712948322296,3,2,3,-0.359356015920639,0.417287051677704,"Many, but not Most","Yes","Friendly",1,1,"Mostly trust",1867312560000,1867313340000,13,1,1,"Mixture","None",0,"Non-Voter",3,0.600000023841858,0.666666686534882,0,1,0,0,1,224,0,0,5,"Do not agree at all",-1.17215955257416,1,4,0,0,0.0900782123208046,"Media Skeptic",0,0,0,1,1,1,1,1,1,1,5.49332904815674,1,1
"397","R_2sTLD8aSdHE0RBt","Default Response Set","Anonymous",NA,NA,"46.61.73.160",0,"3/4/19 9:55","3/4/19 10:09",1,"C1879098312",1879098312,"S19005459",1,2,1977,"Suburb",2,1,1,"","Two or three times a year",10,"Somewhat interested","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",4,"","Russians","","Somewhat proud","Very proud","Russia is a mixture of European and Asian (Eastern) civilization","Neutral","Somewhat disagree","Somewhat agree","I completely agree","A television",1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,"Daily / Almost Daily",1,0,0,0,0,0,"Do not trust at all","To a large extent","Only in part",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mostly trust","Somewhat interesting","Partially biased",1,"More","Approve","Fully approve","Approve","Most",1,"Definitely not","Ally",6,1,48.1528015136719,40.185302734375,-1,"Female",42,"40-49","30+",0,0,1,"Two or three times a year","Interested in Politics","Regime Voter",1,"Neutral U.S.",1,"Somewhat agree",1,"I completely agree","Television","Television/Radio","Don't trust","Do not trust at all","Trust","To a large extent","Don't trust","Only in part","Domestic One-Sided","Treatments","One-Sided","One-Sided","One-Sided",NA,"One-Sided",NA,"Domestic",NA,"Biased","More",-1.24303126335144,0.167287081480026,4,5,4,1.24303126335144,0.832712948322296,"Most","No","Friendly",1,1,"Mostly trust",1867312500000,1867313340000,14,1,1,"Mixture","Domestic Media",1,"Regime Voter",3,0.600000023841858,0.16666667163372,0,0,0,1,1,227,0,0,7,"Somewhat disagree",0.492186218500137,5,2,0,0,0.637528359889984,"Domestic Media Truther",0,0,0,1,1,1,1,1,1,1,2.65746426582336,0,1
"398","R_aeAVFEd5qZigP6x","Default Response Set","Anonymous",NA,NA,"87.117.189.190",0,"3/4/19 9:59","3/4/19 10:10",1,"C1879100484",1879100484,"S19005459",1,2,1958,"Big city",1,1,1,"","Two or three times a year",7,"Somewhat interested","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",4,"","Russians","","Very proud","Very proud","Russia is a separate civilization that is not part of European or Asian (Eastern) civilizations","Very good","Do not agree at all","Do not agree at all","I completely agree","A television",1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,"Daily / Almost Daily",1,1,1,0,0,0,"Only in part","To a large extent","Only in part",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mostly trust","Somewhat interesting","Partially biased",1,"About the same","Neither approve or disapprove","Neither approve or disapprove","Neither approve or disapprove","Many but not most",1,"Definitely not","Ally",7,1,55.75,49.13330078125,-1,"Female",61,"60+","30+",1,1,1,"Two or three times a year","Interested in Politics","Regime Voter",1,"Favorable U.S.",0,"Do not agree at all",1,"I completely agree","Television","Television/Radio","Don't trust","Only in part","Trust","To a large extent","Don't trust","Only in part","Foreign One-Sided","Treatments","One-Sided","One-Sided",NA,"One-Sided",NA,"One-Sided","Foreign",NA,"Biased","About the same",0.0403143540024757,0.5,3,3,3,-0.0403143540024757,0.5,"Many, but not Most","No","Friendly",1,1,"Mostly trust",1867312740000,1867313400000,11,1,1,"Seperate","Domestic Media",1,"Regime Voter",3,0.699999988079071,0.333333343267441,0,0,0,1,0,183,0,0,7,"Do not agree at all",-0.518462538719177,6,5,0,0,0.270234674215317,"Domestic Media Truther",0,0,0,1,1,1,1,1,1,1,3.22779774665833,0,1
"399","R_1jOHPjqfaetHccB","Default Response Set","Anonymous",NA,NA,"188.242.136.50",0,"3/4/19 10:02","3/4/19 10:13",1,"C1879102213",1879102213,"S19005459",1,2,1990,"Big city",1,2,NA,"","Two or three times a year",10,"Very interested","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",4,"","Russians","","Somewhat proud","Somewhat proud","Russia is a separate civilization that is not part of European or Asian (Eastern) civilizations","Neutral","Do not agree at all","Somewhat agree","I completely agree","Internet",0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,"Few times a week",0,1,0,1,0,0,"Only in part","Only in part","Only in part",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,1,1,"Mostly trust","Somewhat interesting","Not biased",1,"More","Neither approve or disapprove","Disapprove","Disapprove","Many but not most",1,"Definitely not","Nothing",5,1,59.8981018066406,30.2619018554688,-1,"Female",29,"18-29","18-29",1,1,0,"Two or three times a year","Interested in Politics","Regime Voter",1,"Neutral U.S.",1,"Somewhat agree",1,"I completely agree","Internet","Internet","Don't trust","Only in part","Don't trust","Only in part","Don't trust","Only in part","Foreign Balanced","Treatments","Balanced","Balanced",NA,"Balanced",NA,"Balanced",NA,"Foreign","Not biased","More",0.686958432197571,0.667645275592804,3,2,2,-0.686958432197571,0.332354694604874,"Many, but not Most","No","No Opinion",1,1,"Mostly trust",1867312920000,1867313580000,11,1,1,"Seperate","None",1,"Regime Voter",4,0.5,0.5,0,0,0,1,1,40,0,0,6,"Do not agree at all",0.144960448145866,3,2,1,0.200000002980232,0.51831179857254,"Media Skeptic",1,0.333333343267441,0.200000002980232,1,1,1,1,1,1,1,5.10484647750854,0,1
"400","R_bPDT229yyLwd48F","Default Response Set","Anonymous",NA,NA,"87.117.189.53",0,"3/4/19 10:07","3/4/19 10:17",1,"C1879104933",1879104933,"S19005459",1,2,1986,"Big city",1,1,1,"","Two or three times a year",8,"Somewhat interested","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",5,"","Russians","","Very proud","Very proud","Russia is a mixture of European and Asian (Eastern) civilization","Very good","Somewhat agree","Somewhat agree","Somewhat agree","A television",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,"Daily / Almost Daily",1,1,1,0,0,0,"Only in part","Only in part","Only in part",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,2,NA,NA,NA,NA,NA,NA,"Mostly trust","Somewhat interesting","Not biased",1,"About the same","Approve","Approve","Neither approve or disapprove","Most",1,"Maybe yes","Friend",7,1,55.75,49.13330078125,-1,"Female",33,"30-39","30+",1,1,1,"Two or three times a year","Interested in Politics","Opposition Voter",1,"Favorable U.S.",1,"Somewhat agree",1,"Somewhat agree","Television","Television/Radio","Don't trust","Only in part","Don't trust","Only in part","Don't trust","Only in part","Domestic Balanced","Treatments","Balanced","Balanced","Balanced",NA,"Balanced",NA,NA,"Domestic","Not biased","About the same",-0.596387207508087,0.33493235707283,4,4,3,0.596387207508087,0.665067613124847,"Most","Yes","Friendly",1,1,"Mostly trust",1867313220000,1867313820000,10,1,1,"Mixture","None",0,"Opposition Voter",3,0.699999988079071,0.5,0,0,1,0,1,212,1,1.16544117647059,7,"Somewhat agree",0.512563526630402,3,1,0,0,0.666666686534882,"Media Skeptic",0,0,0,1,1,1,1,1,1,1,2.86211013793945,0,1
"401","R_88uqPvxC3RhQann","Default Response Set","Anonymous",NA,NA,"85.26.232.75",0,"3/4/19 10:05","3/4/19 10:17",1,"C1879104165",1879104165,"S19005459",1,2,1994,"Small town",5,2,NA,"","Two or three times a year",7,"Very interested","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",4,"","Russians","","Very proud","Very proud","Russia is mainly part of European civilization","Somewhat good","Somewhat agree","Somewhat agree","I completely agree","Internet",1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,NA,NA,"Daily / Almost Daily",0,1,1,0,1,0,"Only in part","To a large extent","To a large extent",1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mostly trust","Somewhat interesting","Not biased",1,"About the same","Approve","Approve","Approve","Most",1,NA,"Friend",8,1,53.1813049316406,50.1217956542969,-1,"Female",25,"18-29","18-29",0,0,0,"Two or three times a year","Interested in Politics","Regime Voter",1,"Favorable U.S.",1,"Somewhat agree",1,"I completely agree","Internet","Internet","Don't trust","Only in part","Trust","To a large extent","Trust","To a large extent","Domestic Control","Control","Control",NA,"Control",NA,NA,NA,NA,NA,"Not biased","About the same",-0.923989593982697,0.250000029802322,4,4,4,0.923989593982697,0.75,"Most",NA,"Friendly",1,1,"Mostly trust",1867313100000,1867313820000,12,1,1,"European civilization","Domestic Media",1,"Regime Voter",4,0.800000011920929,0.333333343267441,0,0,0,1,0,31,0,0,7,"Somewhat agree",0.839411973953247,5,5,0,0,0.756744921207428,"Domestic Media Truther",0,0,0,1,1,1,1,1,0,1,3.45109343528748,0,1
"402","R_1iaQ2zsWL3WYbl6","Default Response Set","Anonymous",NA,NA,"31.23.204.132",0,"3/4/19 10:02","3/4/19 10:18",1,"C1879102503",1879102503,"S19005459",1,2,1972,"Big city",1,1,1,"","Two or three times a year",10,"Somewhat interested","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",4,"","Russians","","Very proud","Very proud","Russia is a mixture of European and Asian (Eastern) civilization","Very good","Do not agree at all","Somewhat disagree","I completely agree","Internet",0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,NA,NA,"Daily / Almost Daily",1,1,1,0,1,0,"To a large extent","To a large extent","To a large extent",NA,NA,NA,NA,NA,1,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mostly trust","Somewhat interesting","Not biased",1,"About the same","Fully approve","Neither approve or disapprove","Neither approve or disapprove","Many but not most",1,"Definitely not","Friend",7,1,47.2364044189453,39.7138977050781,-1,"Female",47,"40-49","30+",1,1,1,"Two or three times a year","Interested in Politics","Regime Voter",1,"Favorable U.S.",0,"Somewhat disagree",1,"I completely agree","Internet","Internet","Trust","To a large extent","Trust","To a large extent","Trust","To a large extent","Foreign Control","Control","Control",NA,NA,"Control",NA,NA,NA,NA,"Not biased","About the same",-0.595005452632904,0.33529058098793,5,3,3,0.595005452632904,0.664709389209747,"Many, but not Most","No","Friendly",1,1,"Mostly trust",1867312920000,1867313880000,16,1,1,"Mixture","Both",1,"Regime Voter",3,0.699999988079071,0.5,0,0,0,1,1,226,0,0,7,"Do not agree at all",-0.186751052737236,5,7,1,0.0833333358168602,0.394273221492767,"Media Optimist",1,0.200000002980232,0.0833333358168602,1,1,1,1,1,1,1,2.41294813156128,0,1
"403","R_2o895Hg96byRswp","Default Response Set","Anonymous",NA,NA,"62.192.231.32",0,"3/4/19 9:56","3/4/19 10:20",1,"C1879098942",1879098942,"S19005459",1,2,1985,"Big city",1,2,NA,"","Never, almost never",10,"Somewhat interested","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",7,"","Russians","","Somewhat proud","Somewhat proud","Russia is a mixture of European and Asian (Eastern) civilization","Neutral","Somewhat disagree","Somewhat disagree","Somewhat agree","A television",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,NA,NA,"Daily / Almost Daily",0,1,0,0,0,0,"Only in part","Only in part","Only in part",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,2,1,2,NA,NA,NA,NA,NA,NA,"Mostly trust","Somewhat interesting","Partially biased",1,"About the same","Neither approve or disapprove","Disapprove","Neither approve or disapprove","Many but not most",1,"Probably not","Ally",3,1,64.4768981933594,40.5068969726562,-1,"Female",34,"30-39","30+",1,1,0,"Never, almost never","Interested in Politics","Opposition Voter",1,"Neutral U.S.",0,"Somewhat disagree",1,"Somewhat agree","Television","Television/Radio","Don't trust","Only in part","Don't trust","Only in part","Don't trust","Only in part","Domestic Balanced","Treatments","Balanced","Balanced","Balanced",NA,"Balanced",NA,NA,"Domestic","Biased","About the same",0.359356015920639,0.582712948322296,3,2,3,-0.359356015920639,0.417287051677704,"Many, but not Most","No","Friendly",1,1,"Mostly trust",1867312560000,1.867314e+12,24,1,1,"Mixture","None",0,"Opposition Voter",3,0.300000011920929,0.5,0,0,1,0,1,213,0,0,7,"Somewhat disagree",-0.166373744606972,2,4,0,0,0.423411548137665,"Media Skeptic",0,0,0,1,1,1,1,1,1,1,2.56865549087524,0,1
"404","R_2wKNUTmMPjiJ9WN","Default Response Set","Anonymous",NA,NA,"178.204.111.229",0,"3/4/19 10:07","3/4/19 10:20",1,"C1879105014",1879105014,"S19005459",1,2,1957,"Big city",2,2,NA,"","Less than once a year",7,"Somewhat interested","No",NA,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,"",NA,"","Russians","","Very proud","Somewhat proud","Russia is a separate civilization that is not part of European or Asian (Eastern) civilizations","Very good","Somewhat disagree","Somewhat disagree","Somewhat disagree","Internet",0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,"Less than 1 time per month",0,1,0,0,0,0,"Only in part","Only in part","Only in part",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mostly trust","Somewhat interesting","Partially biased",1,"More","Neither approve or disapprove","Disapprove","Neither approve or disapprove","Many but not most",1,"Probably not","Ally",5,1,55.7666015625,49.1685943603516,-1,"Female",62,"60+","30+",1,0,0,"Less than once a year","Interested in Politics","Non-Voter",1,"Favorable U.S.",0,"Somewhat disagree",0,"Somewhat disagree","Internet","Internet","Don't trust","Only in part","Don't trust","Only in part","Don't trust","Only in part","Domestic One-Sided","Treatments","One-Sided","One-Sided","One-Sided",NA,"One-Sided",NA,"Domestic",NA,"Biased","More",0.359356015920639,0.582712948322296,3,2,3,-0.359356015920639,0.417287051677704,"Many, but not Most","No","Friendly",1,1,"Mostly trust",1867313220000,1.867314e+12,13,1,1,"Seperate","None",0,"Non-Voter",3,0.5,0.5,0,1,0,0,0,180,0,0,2,"Somewhat disagree",-0.493222236633301,4,1,0,0,0.333333343267441,"Media Skeptic",0,0,0,1,1,1,1,1,1,1,12.3870449066162,1,1
"405","R_29aevgjr8LshVCK","Default Response Set","Anonymous",NA,NA,"176.59.97.83",0,"3/4/19 10:12","3/4/19 10:24",1,"C1879107411",1879107411,"S19005459",1,2,1989,"Village",1,2,NA,"","Never, almost never",4,"Very interested","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2,"","Russians","","Very proud","Very proud","Russia is a separate civilization that is not part of European or Asian (Eastern) civilizations","Very bad","I completely agree","I completely agree","Do not agree at all","A television",1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,"Daily / Almost Daily",1,0,0,0,0,0,"Do not trust at all","Only in part","Only in part",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Don't trust at all","Somewhat interesting","Partially biased",1,"More","Neither approve or disapprove","Do not approve at all","Do not approve at all","Many but not most",1,"Probably not","Rival",5,1,56.1750030517578,47.2864074707031,-1,"Female",30,"30-39","30+",0,1,0,"Never, almost never","Interested in Politics","Opposition Voter",1,"Unfavorable U.S.",1,"I completely agree",0,"Do not agree at all","Television","Television/Radio","Don't trust","Do not trust at all","Don't trust","Only in part","Don't trust","Only in part","Foreign One-Sided","Treatments","One-Sided","One-Sided",NA,"One-Sided",NA,"One-Sided","Foreign",NA,"Biased","More",1.33360254764557,0.835290610790253,3,1,1,-1.33360254764557,0.164709404110909,"Many, but not Most","No","Unfriendly",1,0,"Don't trust at all",1867313520000,1867314240000,12,1,1,"Seperate","None",0,"Opposition Voter",4,0.5,0.333333343267441,0,0,1,0,0,61,0,0,7,"I completely agree",0.537803828716278,4,1,0,0,0.729765355587006,"Media Skeptic",0,0,0,1,1,1,1,1,1,1,4.89788770675659,0,1
"406","R_1mKsbXJ5FWGAAsN","Default Response Set","Anonymous",NA,NA,"188.186.16.114",0,"3/4/19 10:28","3/4/19 10:34",1,"C1879116815",1879116815,"S19005459",1,2,1986,"Big city",1,1,1,"","Never, almost never",10,"Somewhat interested","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2,"","Russians","","Somewhat proud","Somewhat proud","Russia is a mixture of European and Asian (Eastern) civilization","Neutral","Somewhat disagree","Somewhat disagree","Somewhat disagree","Internet",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,"Daily / Almost Daily",0,1,0,0,0,0,"Only in part","Only in part","Only in part",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,1,2,"Mostly trust","Somewhat interesting","Not biased",1,"About the same","Neither approve or disapprove","Neither approve or disapprove","Neither approve or disapprove","Many but not most",1,"Definitely not","Ally",7,1,57.1522064208984,65.5272064208984,-1,"Female",33,"30-39","30+",1,1,1,"Never, almost never","Interested in Politics","Opposition Voter",1,"Neutral U.S.",0,"Somewhat disagree",0,"Somewhat disagree","Internet","Internet","Don't trust","Only in part","Don't trust","Only in part","Don't trust","Only in part","Foreign Balanced","Treatments","Balanced","Balanced",NA,"Balanced",NA,"Balanced",NA,"Foreign","Not biased","About the same",0.0403143540024757,0.5,3,3,3,-0.0403143540024757,0.5,"Many, but not Most","No","Friendly",1,1,"Mostly trust",1867314480000,1867314840000,6,1,1,"Mixture","None",0,"Opposition Voter",3,0.699999988079071,0.5,0,0,1,0,1,213,0,0,7,"Somewhat disagree",-0.493222236633301,0,3,0,0,0.333333343267441,"Media Skeptic",0,NA,0,1,1,1,1,1,1,1,2.91213130950928,0,1
